year,state_abbr,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape,violent_crime_rate,homicide_rate,rape_rate,robbery_rate,aggravated_assault_rate,property_crime_rate,burglary_rate,larceny_rate,motor_vehicle_theft_rate
1985,WA,Washington,4409000,18757,231,5821,10285,269099,79859,176501,12739,2420.0,425.42526650034023,5.239283284191426,54.887729643910184,132.0254025856203,233.27285098661827,6103.402132002721,1811.2723973690179,4003.198004082558,288.9317305511454
1985,WI,Wisconsin,4775000,9880,135,3351,5519,181918,37987,133349,10582,875.0,206.91099476439788,2.8272251308900525,18.32460732984293,70.17801047120419,115.58115183246073,3809.801047120419,795.5392670157067,2792.649214659686,221.6125654450262
1985,WV,West Virginia,1936000,3214,73,728,2054,40401,11972,25191,3238,359.0,166.01239669421489,3.7706611570247937,18.543388429752067,37.603305785123965,106.09504132231406,2086.828512396694,618.3884297520661,1301.1880165289256,167.2520661157025
1985,WY,Wyoming,509000,1307,22,102,1069,19130,3515,14732,883,114.0,256.7779960707269,4.322200392927309,22.396856581532415,20.039292730844792,210.01964636542237,3758.3497053045185,690.5697445972495,2894.302554027505,173.47740667976424
1986,AK,Alaska,534000,3046,46,470,2142,30307,6204,20879,3224,388.0,570.4119850187266,8.614232209737827,72.65917602996255,88.01498127340824,401.123595505618,5675.468164794008,1161.7977528089887,3909.9250936329586,603.7453183520599
1986,AL,Alabama,4053000,22616,409,4523,16534,151191,46974,93396,10821,1150.0,558.0064150012337,10.09129040217123,28.374043918085366,111.59634838391315,407.94473229706387,3730.3478904515173,1158.9933382679496,2304.3671354552184,266.98741672834933
1986,AR,Arkansas,2372000,9365,191,1890,6598,83729,24429,54677,4623,686.0,394.814502529511,8.052276559865092,28.920741989881957,79.67959527824621,278.1618887015177,3529.890387858348,1029.8903878583474,2305.1011804384484,194.89881956155142
1986,AZ,Arizona,3317000,21835,307,5614,14489,221015,63278,143845,13892,1425.0,658.2755501959602,9.255351220982815,42.960506481760625,169.24932167621344,436.8103708170033,6663.099186011456,1907.6876695809465,4336.599336750075,418.81217968043416
1986,CA,California,26981000,248370,3038,92512,140701,1576299,457698,913004,205597,12119.0,920.5366739557467,11.259775397501945,44.91679329898818,342.8783217819947,521.4817834772617,5842.255661391349,1696.3715206997517,3383.8775434565064,762.0065972350914
1986,CO,Colorado,3267000,17105,230,4731,10762,212626,58531,138219,15876,1382.0,523.5690235690236,7.0400979491888585,42.30180593816957,144.811753902663,329.4153657790021,6508.295071931436,1791.5824915824917,4230.762167125803,485.9504132231405
1986,CT,Connecticut,3189000,13578,148,6129,6541,140411,38190,87963,14258,760.0,425.77610536218253,4.640953276889307,23.83192223267482,192.19190968955786,205.11132016306053,4402.978990279084,1197.5540921919096,2758.3254938852306,447.09940420194414
1986,DC,District of Columbia,626000,9423,194,4720,4181,42781,10815,25861,6105,328.0,1505.2715654952076,30.99041533546326,52.3961661341853,753.9936102236422,667.8913738019169,6834.025559105432,1727.6357827476038,4131.1501597444085,975.2396166134184
1986,DE,Delaware,633000,2703,31,786,1526,27881,6598,19562,1721,360.0,427.01421800947867,4.897314375987362,56.872037914691944,124.17061611374409,241.07424960505531,4404.581358609795,1042.3380726698263,3090.3633491311216,271.87993680884676
1986,FL,Florida,11675000,121013,1371,42822,70668,839651,259331,510496,69824,6152.0,1036.5139186295503,11.74304068522484,52.69379014989293,366.7837259100643,605.2933618843683,7191.871520342612,2221.2505353319057,4372.556745182013,598.0642398286938
1986,GA,Georgia,6104000,35869,686,13056,19449,297130,88695,182171,26264,2678.0,587.6310615989514,11.238532110091743,43.87287024901703,213.89252948885976,318.627129750983,4867.7916120576665,1453.0635648754915,2984.4528178243777,430.27522935779814
1986,HI,Hawaii,1062000,2604,51,1129,1095,57626,14218,39922,3486,329.0,245.19774011299435,4.80225988700565,30.979284369114875,106.30885122410547,103.10734463276836,5426.177024482109,1338.7947269303202,3759.1337099811676,328.24858757062145
1986,IA,Iowa,2851000,6703,51,1197,5099,111633,27255,79864,4514,356.0,235.11048754822872,1.7888460189407227,12.486846720448964,41.98526832690284,178.84952648193618,3915.573482988425,955.9803577692039,2801.2627148368992,158.330410382322
1986,ID,Idaho,1003000,2232,32,214,1785,39964,10065,28081,1818,201.0,222.53240279162512,3.190428713858425,20.03988035892323,21.335992023928213,177.96610169491524,3984.44666001994,1003.4895314057827,2799.700897308076,181.25623130608176
1986,IL,Illinois,11533000,93454,1023,37583,50083,548311,136306,339418,72587,4765.0,810.3182172895171,8.870198560652042,41.316223012225784,325.8735801612763,434.2582155553628,4754.279025405359,1181.8780889621087,2943.015694095205,629.3852423480448
1986,IN,Indiana,5504000,16937,329,4954,10230,195233,48802,128404,18027,1424.0,307.72165697674416,5.977470930232558,25.87209302325581,90.00726744186046,185.86482558139534,3547.111191860465,886.6642441860466,2332.921511627907,327.52543604651163
1986,KS,Kansas,2461000,9076,108,1958,6200,109607,29229,74029,6349,810.0,368.7931735067046,4.388459975619667,32.9134498171475,79.56115400243803,251.93010971149937,4453.758634701341,1187.687931735067,3008.086143843966,257.984559122308
1986,KY,Kentucky,3728000,12467,248,3076,8283,102810,30725,64882,7203,860.0,334.4152360515021,6.652360515021459,23.068669527896997,82.51072961373391,222.1834763948498,2757.7789699570817,824.1684549356223,1740.3969957081545,193.21351931330472
1986,LA,Louisiana,4501000,34128,575,10071,21676,239444,65751,153818,19875,1806.0,758.2315041101976,12.77493890246612,40.1244167962675,223.75027771606312,481.58187069540105,5319.795600977561,1460.8087091757386,3417.41835147745,441.5685403243724
1986,MA,Massachusetts,5832000,32476,208,11239,19298,242989,62455,127668,52866,1731.0,556.8587105624143,3.5665294924554183,29.681069958847736,192.71262002743484,330.8984910836763,4166.4780521262,1070.9019204389574,2189.0946502057614,906.4814814814815
1986,MD,Maryland,4463000,37177,401,13569,21263,212831,55593,132904,24334,1944.0,833.0047053551422,8.984987676450817,43.558144745686754,304.03316155052653,476.4284113824782,4768.787810889536,1245.6419448801255,2977.907237284338,545.2386287250729
1986,ME,Maine,1174000,1726,23,328,1201,38909,9433,27548,1928,174.0,147.01873935264055,1.959114139693356,14.821124361158434,27.938671209540033,102.29982964224872,3314.2248722316867,803.4923339011925,2346.5076660988075,164.22487223168653
1986,MI,Michigan,9145000,73517,1032,27550,38768,520127,138040,308894,73193,6167.0,803.9037725533078,11.284855112083106,67.43575724439584,301.2575177692728,423.925642427556,5687.556041552761,1509.4587206123565,3377.736468015309,800.3608529250956
1986,MN,Minnesota,4214000,11991,105,4299,6249,171832,42319,117371,12142,1338.0,284.5514950166113,2.4916943521594686,31.751305173232087,102.01708590412909,148.29140958709067,4077.645942097769,1004.2477456098719,2785.2634076886566,288.13478879924065
1986,MO,Missouri,5066000,29310,464,8624,18742,206463,57556,126674,22233,1480.0,578.5629688116858,9.159099881563364,29.21437031188314,170.23292538491907,369.95657323332017,4075.463876825898,1136.1231741018555,2500.4737465455983,438.86695617844447
1986,MT,Montana,819000,1289,24,160,963,35393,6491,27142,1760,142.0,157.38705738705738,2.9304029304029307,17.33821733821734,19.536019536019538,117.58241758241758,4321.489621489622,792.5518925518925,3314.041514041514,214.8962148962149
1986,NC,North Carolina,6331000,30128,515,5551,22389,244121,77557,153378,13186,1673.0,475.88058758489973,8.134575896382879,26.42552519349234,87.67967145790554,353.64081503711895,3855.9627231085137,1225.035539409256,2422.6504501658505,208.27673353340705
1986,ND,North Dakota,679000,348,7,47,215,17343,2615,13914,814,79.0,51.25184094256259,1.0309278350515463,11.634756995581737,6.9219440353460975,31.664212076583212,2554.19734904271,385.12518409425627,2049.1899852724596,119.88217967599411
1986,NE,Nebraska,1598000,4196,50,817,2936,57418,11956,42784,2678,393.0,262.5782227784731,3.1289111389236544,24.593241551939926,51.12640801001252,183.729662077597,3593.116395494368,748.1852315394243,2677.3466833541925,167.58448060075094
1986,NH,New Hampshire,1027000,1433,23,242,947,32767,7754,22675,2338,221.0,139.5326192794547,2.239532619279455,21.518987341772153,23.56377799415774,92.21032132424537,3190.5550146056476,755.0146056475171,2207.8870496592012,227.6533592989289
1986,NJ,New Jersey,7620000,43623,399,20473,20220,355764,81595,215073,59096,2531.0,572.4803149606299,5.2362204724409445,33.21522309711286,268.67454068241466,265.35433070866145,4668.818897637796,1070.8005249343832,2822.48031496063,775.5380577427821
1986,NM,New Mexico,1479000,10731,170,1916,7952,87266,27283,54906,5077,693.0,725.5578093306289,11.494252873563218,46.85598377281947,129.5469912102772,537.6605814739689,5900.338066260987,1844.6923597025016,3712.3732251521296,343.27248140635567
1986,NV,Nevada,963000,6923,121,2763,3414,53647,15446,33601,4600,625.0,718.8992731048805,12.564901349948078,64.90134994807893,286.9158878504673,354.51713395638626,5570.820353063344,1603.9460020768431,3489.2004153686394,477.6739356178609
1986,NY,New York,17772000,175210,1907,91360,76528,849827,217010,519570,113247,5415.0,985.8766599144722,10.730362367769525,30.469277515192438,514.0670717983345,430.60994823317577,4781.830970065272,1221.0781003826244,2923.531397704254,637.221471978393
1986,OH,Ohio,10752000,45260,595,15283,25231,423387,106212,276779,40396,4151.0,420.9449404761905,5.533854166666666,38.60677083333333,142.14099702380952,234.66331845238096,3937.7511160714284,987.8348214285714,2574.209449404762,375.70684523809524
1986,OK,Oklahoma,3305000,14423,269,3521,9431,184342,59054,103832,21456,1202.0,436.3993948562784,8.139183055975794,36.36913767019667,106.535552193646,285.3555219364599,5577.670196671709,1786.8078668683813,3141.6641452344934,649.1981845688351
1986,OR,Oregon,2698000,14830,178,5555,7718,176207,53062,112312,10833,1379.0,549.666419570052,6.5974796145292816,51.1119347664937,205.8932542624166,286.0637509266123,6531.022979985174,1966.716085989622,4162.787249814678,401.5196441808747
1986,PA,Pennsylvania,11889000,42629,659,18085,20901,326149,87362,196657,42130,2984.0,358.55833123054924,5.542938851038776,25.098830852048113,152.11540079064682,175.80116073681555,2743.2837076289006,734.8136933299689,1654.1088401042982,354.3611741946337
1986,RI,Rhode Island,975000,3271,34,1157,1871,44528,12616,25041,6871,209.0,335.4871794871795,3.487179487179487,21.435897435897434,118.66666666666666,191.8974358974359,4566.974358974359,1293.948717948718,2568.3076923076924,704.7179487179487
1986,SC,South Carolina,3378000,22789,291,3361,17742,150752,45276,96132,9344,1395.0,674.6299585553583,8.614564831261102,41.296625222024865,99.49674363528716,525.2220248667851,4462.759029011249,1340.3197158081705,2845.8259325044405,276.61338069863825
1986,SD,South Dakota,708000,883,28,115,615,18346,3919,13728,699,125.0,124.71751412429379,3.9548022598870056,17.65536723163842,16.242937853107343,86.86440677966101,2591.2429378531074,553.5310734463277,1938.9830508474574,98.72881355932202
1986,TN,Tennessee,4803000,25919,501,9978,13184,191861,63649,102103,26109,2256.0,539.6418904851135,10.430980637101811,46.970643347907554,207.74515927545283,274.49510722465124,3994.607536956069,1325.1925879658547,2125.817197584843,543.5977514053716
1986,TX,Texas,16682000,109925,2258,40021,59039,1125897,341747,665029,119121,8607.0,658.9437717300084,13.535547296487232,51.594533029612755,239.90528713583507,353.90840426807335,6749.1727610598255,2048.5972904927467,3986.506414099029,714.0690564680494
1986,UT,Utah,1665000,4441,53,976,2991,86774,15233,67825,3716,421.0,266.7267267267267,3.183183183183183,25.285285285285287,58.61861861861862,179.63963963963965,5211.651651651652,914.894894894895,4073.573573573574,223.1831831831832
1986,VA,Virginia,5787000,17708,411,6118,9646,205658,47021,145935,12702,1533.0,305.99619837566956,7.102125453602904,26.490409538621048,105.71971660618628,166.68394677725937,3553.7929842750996,812.5280801797131,2521.7729393468117,219.4919647485744
1986,VT,Vermont,541000,807,11,120,558,20708,5135,14593,980,118.0,149.16820702402958,2.033271719038817,21.811460258780038,22.181146025878004,103.14232902033271,3827.7264325323476,949.1682070240296,2697.4121996303143,181.14602587800368
1986,WA,Washington,4463000,19505,223,6031,10869,287535,83078,190420,14037,2382.0,437.0378669056688,4.9966390320412275,53.37217118530136,135.13331839569796,243.53573829262828,6442.63948017029,1861.4833071924713,4266.636791395922,314.5193815818956
1986,WI,Wisconsin,4785000,12339,149,3483,7746,183692,37464,134083,12145,961.0,257.86833855799375,3.113897596656217,20.083594566353188,72.78996865203762,161.88087774294672,3838.9132706374085,782.9467084639498,2802.1525600835944,253.81400208986418
1986,WV,West Virginia,1919000,3156,114,787,1893,41301,11999,26055,3247,362.0,164.46065659197498,5.9405940594059405,18.86399166232413,41.01094319958312,98.64512767066181,2152.2146951537256,625.2735799895779,1357.7384054194893,169.20270974465868
1986,WY,Wyoming,507000,1486,27,114,1234,20605,4144,15606,855,111.0,293.09664694280076,5.325443786982249,21.893491124260354,22.485207100591715,243.39250493096648,4064.102564102564,817.3570019723867,3078.1065088757396,168.63905325443787
1987,AK,Alaska,525000,2391,53,384,1613,25841,5093,18195,2553,341.0,455.42857142857144,10.095238095238095,64.95238095238095,73.14285714285714,307.23809523809524,4922.095238095238,970.0952380952381,3465.714285714286,486.2857142857143
1987,AL,Alabama,4083000,22833,380,4581,16735,158918,48927,99260,10731,1137.0,559.2211609110948,9.306882194464855,27.847171197648787,112.19691403379866,409.8701934851825,3892.187117315699,1198.3100661278472,2431.055596375214,262.8214548126378
1987,AR,Arkansas,2388000,9839,182,1890,6988,91537,25743,60862,4932,779.0,412.01842546063654,7.6214405360134005,32.621440536013395,79.14572864321609,292.62981574539367,3833.2077051926294,1078.0150753768844,2548.6599664991627,206.5326633165829
1987,AZ,Arizona,3386000,20742,253,4687,14406,222663,55059,153296,14308,1396.0,612.5812167749557,7.471943295924395,41.22858830478441,138.42291789722387,425.457767277023,6575.989367985824,1626.0779681039576,4527.347903130537,422.56349675132896
1987,CA,California,27663000,253943,2924,83341,155569,1545928,419969,896335,229624,12109.0,917.9879261106893,10.570075552181613,43.77327115641832,301.2724577956115,562.372121606478,5588.432201858078,1518.161443082818,3240.194483606261,830.0762751689982
1987,CO,Colorado,3296000,15409,191,3916,9958,197225,50580,132266,14379,1344.0,467.50606796116506,5.794902912621359,40.77669902912621,118.8106796116505,302.123786407767,5983.7682038834955,1534.5873786407767,4012.924757281553,436.25606796116506
1987,CT,Connecticut,3211000,13455,156,5720,6779,146958,39120,90852,16986,800.0,419.02834008097165,4.8582995951417,24.914356898162566,178.13765182186236,211.11803176580503,4576.705076300218,1218.3120523201494,2829.3989411398315,528.9940828402366
1987,DC,District of Columbia,622000,10016,225,4462,5084,42553,11244,25012,6297,245.0,1610.289389067524,36.173633440514465,39.38906752411576,717.3633440514469,817.363344051447,6841.318327974276,1807.717041800643,4021.2218649517686,1012.379421221865
1987,DE,Delaware,644000,2774,33,789,1511,29032,6572,20453,2007,441.0,430.74534161490686,5.124223602484473,68.47826086956522,122.51552795031057,234.6273291925466,4508.074534161491,1020.4968944099379,3175.9316770186333,311.64596273291926
1987,FL,Florida,12023000,123168,1371,42869,72896,899167,271346,546466,81355,6032.0,1024.4364967146303,11.403143974049739,50.170506529152455,356.55826332862017,606.304582882808,7478.72411211844,2256.890958995259,4545.171754137902,676.6613989852782
1987,GA,Georgia,6222000,35868,735,13014,19438,324511,96572,197302,30637,2681.0,576.4705882352941,11.812921890067502,43.08903889424622,209.16104146576666,312.40758598521376,5215.541626486661,1552.1054323368692,3171.0382513661198,492.3979427836708
1987,HI,Hawaii,1083000,2851,52,1061,1345,60157,12515,43678,3964,393.0,263.25023084025855,4.801477377654663,36.28808864265928,97.96860572483843,124.19205909510619,5554.66297322253,1155.5863342566943,4033.0563250230844,366.0203139427516
1987,IA,Iowa,2834000,6553,59,1025,5132,110781,26010,80489,4282,337.0,231.22794636556105,2.081863091037403,11.891319689484828,36.167960479887086,181.08680310515172,3908.997882851094,917.7840508115738,2840.119971771348,151.0938602681722
1987,ID,Idaho,998000,2138,31,242,1690,39342,9748,27923,1671,175.0,214.22845691382764,3.106212424849699,17.53507014028056,24.248496993987974,169.33867735470943,3942.0841683366734,976.753507014028,2797.895791583166,167.43486973947896
1987,IL,Illinois,11582000,92216,967,36406,50400,535126,130147,342492,62487,4443.0,796.2010015541357,8.349162493524435,38.36125021585218,314.33258504576065,435.15800379899844,4620.3246416853735,1123.700569849767,2957.1058539112414,539.5182179243653
1987,IN,Indiana,5531000,18169,307,4901,11352,209695,52363,137722,19610,1609.0,328.4939432290725,5.5505333574398845,29.09058036521425,88.60965467365757,205.24317483276081,3791.2674019164706,946.7184957512203,2490.0018079913216,354.54709817392876
1987,KS,Kansas,2476000,8932,110,2032,5982,112488,28177,78043,6268,808.0,360.7431340872375,4.44264943457189,32.63327948303716,82.06785137318255,241.59935379644588,4543.134087237479,1138.004846526656,3151.9789983844908,253.15024232633277
1987,KY,Kentucky,3727000,12589,280,3361,8167,109284,31571,70532,7181,781.0,337.7783740273678,7.5127448349879264,20.955191843305606,90.17976925140864,219.13066809766568,2932.2243090957872,847.0888113764422,1892.4604239334585,192.67507378588675
1987,LA,Louisiana,4461000,30916,496,7987,20833,231090,64441,148247,18402,1600.0,693.0284689531495,11.118583277292087,35.86639766868415,179.0405738623627,467.0029141448106,5180.228648285138,1444.541582604797,3323.1786594933874,412.50840618695355
1987,MA,Massachusetts,5855000,33060,173,10379,20640,244105,62056,127939,54110,1868.0,564.6456020495303,2.9547395388556787,31.904355251921434,177.26729291204097,352.5192143467122,4169.171648163962,1059.8804440649017,2185.123825789923,924.1673783091376
1987,MD,Maryland,4535000,34820,436,13164,19425,213589,52718,134485,26386,1795.0,767.8059536934951,9.614112458654906,39.581036383682466,290.27563395810364,428.33517089305406,4709.790518191841,1162.4696802646085,2965.490628445424,581.8302094818081
1987,ME,Maine,1187000,1806,30,304,1286,40122,9148,28916,2058,186.0,152.14827295703452,2.527379949452401,15.669755686604887,25.610783487784328,108.34035383319294,3380.117944397641,770.6823925863521,2436.0572872788543,173.3782645324347
1987,MI,Michigan,9200000,71772,1124,25442,39022,522254,133602,319470,69182,6184.0,780.1304347826086,12.217391304347824,67.21739130434783,276.54347826086956,424.15217391304344,5676.673913043478,1452.195652173913,3472.5,751.9782608695652
1987,MN,Minnesota,4246000,12118,112,4354,6213,183868,45384,125686,12798,1439.0,285.3980216674517,2.63777673104098,33.89072067828545,102.54357041921809,146.3259538389072,4330.381535562883,1068.864813942534,2960.103626943005,301.4130946773434
1987,MO,Missouri,5103000,27792,423,8376,17520,212430,56711,133964,21755,1473.0,544.620811287478,8.289241622574956,28.865373309817752,164.1387419165197,343.32745443856555,4162.845385067608,1111.3266705859298,2625.2008622378994,426.3178522437782
1987,MT,Montana,809000,1223,33,196,834,35986,6521,27541,1924,160.0,151.1742892459827,4.079110012360939,19.77750309023486,24.2274412855377,103.0902348578492,4448.2076637824475,806.0568603213844,3404.326328800989,237.82447466007415
1987,NC,North Carolina,6413000,31039,519,6023,22634,267157,86964,165841,14352,1863.0,484.00124746608446,8.09293622329643,29.05036644316233,93.91860283798535,352.9393419616404,4165.866209262436,1356.05800717293,2586.012786527366,223.79541556213942
1987,ND,North Dakota,672000,382,10,51,258,18656,3060,14768,828,63.0,56.845238095238095,1.4880952380952381,9.375,7.5892857142857135,38.39285714285714,2776.190476190476,455.35714285714283,2197.6190476190477,123.21428571428572
1987,NE,Nebraska,1594000,4004,55,751,2853,61853,13516,45692,2645,345.0,251.19196988707657,3.450439146800502,21.64366373902133,47.114178168130486,178.9836888331242,3880.3638644918447,847.9297365119197,2866.499372647428,165.93475533249685
1987,NH,New Hampshire,1057000,1581,32,280,988,34058,7344,24426,2288,281.0,149.57426679280985,3.0274361400189216,26.584673604541155,26.490066225165563,93.4720908230842,3222.138126773889,694.7965941343425,2310.879848628193,216.4616840113529
1987,NJ,New Jersey,7672000,41507,351,17862,20735,362155,77392,219906,64857,2559.0,541.01929092805,4.575078206465068,33.355057351407716,232.82064650677788,270.26850886339935,4720.477059436914,1008.7591240875913,2866.3451511991657,845.3727841501563
1987,NM,New Mexico,1500000,9427,152,1625,7004,88775,26815,56777,5183,646.0,628.4666666666667,10.133333333333333,43.06666666666666,108.33333333333333,466.93333333333334,5918.333333333333,1787.6666666666665,3785.133333333333,345.5333333333333
1987,NV,Nevada,1007000,7006,85,2744,3555,57154,16408,35157,5589,622.0,695.7298907646474,8.440913604766633,61.767626613704074,272.4925521350546,353.0287984111221,5675.670307845085,1629.3942403177757,3491.2611717974182,555.0148957298907
1987,NY,New York,17825000,179691,2016,89721,82417,881330,216826,539175,125329,5537.0,1008.0841514726508,11.309957924263674,31.063113604488077,503.343618513324,462.3674614305751,4944.347826086957,1216.4151472650772,3024.824684431978,703.1079943899018
1987,OH,Ohio,10784000,45436,630,16511,23990,447964,114580,292093,41291,4305.0,421.32789317507417,5.841988130563799,39.92025222551929,153.10645400593472,222.45919881305636,4153.96884272997,1062.5,2708.577522255193,382.89132047477744
1987,OK,Oklahoma,3272000,13664,244,3583,8664,183495,58333,105369,19793,1173.0,417.6039119804401,7.457212713936431,35.84963325183374,109.50488997555011,264.7921760391198,5608.0378973105135,1782.7933985330071,3220.3239608801955,604.9205378973105
1987,OR,Oregon,2724000,14697,153,5338,7959,175138,48562,113907,12669,1247.0,539.5374449339207,5.616740088105727,45.77826725403818,195.9618208516887,292.1806167400881,6429.4419970631425,1782.7459618208516,4181.607929515419,465.08810572687224
1987,PA,Pennsylvania,11936000,44087,642,17241,23074,333476,86177,205619,41680,3130.0,369.36159517426273,5.378686327077748,26.223190348525467,144.44537533512064,193.31434316353887,2793.8672922252013,721.9922922252011,1722.679289544236,349.1957104557641
1987,RI,Rhode Island,986000,3547,35,1062,2209,48568,14208,26635,7725,241.0,359.73630831643004,3.5496957403651117,24.442190669371197,107.7079107505071,224.03651115618663,4925.760649087221,1440.973630831643,2701.31845841785,783.4685598377283
1987,SC,South Carolina,3425000,22773,318,3463,17495,154021,46511,97892,9618,1497.0,664.905109489051,9.284671532846716,43.70802919708029,101.1094890510949,510.8029197080292,4496.963503649635,1357.985401459854,2858.1605839416056,280.8175182481752
1987,SD,South Dakota,709000,849,13,87,603,18138,3787,13673,678,146.0,119.74612129760226,1.8335684062059239,20.592383638928066,12.270803949224259,85.04936530324402,2558.2510578279266,534.132581100141,1928.490832157969,95.62764456981665
1987,TN,Tennessee,4855000,25900,444,9409,13914,200616,65632,107459,27525,2133.0,533.4706488156539,9.145211122554068,43.9340885684861,193.80020597322348,286.5911431513903,4132.152420185376,1351.8434603501546,2213.3676622039134,566.941297631308
1987,TX,Texas,16789000,105961,1959,38053,57881,1190558,355597,711594,123367,8068.0,631.1334802549288,11.668354279587826,48.05527428673536,226.65435701947706,344.7554946691286,7091.297873607718,2118.035618559771,4238.453749478826,734.8085055691226
1987,UT,Utah,1680000,3861,55,887,2554,90532,15975,71038,3519,365.0,229.82142857142858,3.2738095238095237,21.726190476190474,52.797619047619044,152.02380952380955,5388.809523809524,950.8928571428571,4228.452380952381,209.4642857142857
1987,VA,Virginia,5904000,17414,437,6244,9196,216354,47642,153690,15022,1537.0,294.95257452574526,7.401761517615177,26.03319783197832,105.75880758807588,155.75880758807588,3664.532520325203,806.9444444444445,2603.150406504065,254.43766937669378
1987,VT,Vermont,548000,748,15,92,518,22658,6085,15485,1088,123.0,136.49635036496352,2.7372262773722627,22.445255474452555,16.78832116788321,94.52554744525547,4134.671532846715,1110.4014598540145,2825.729927007299,198.54014598540147
1987,WA,Washington,4538000,19945,256,6417,10902,298491,86428,194131,17932,2370.0,439.51079770824157,5.641251652710445,52.22565006610842,141.40590568532394,240.2379903040987,6577.589246364037,1904.5394446892906,4277.897752313795,395.15204936095193
1987,WI,Wisconsin,4807000,12014,168,3192,7700,188411,40502,136058,11851,954.0,249.9271895152902,3.494903266070314,19.846057832327855,66.40316205533597,160.18306636155606,3919.5132099022258,842.562929061785,2830.4139796130644,246.53630122737675
1987,WV,West Virginia,1897000,2605,92,591,1493,38953,11450,24436,3067,429.0,137.32208750658936,4.849762783342119,22.614654717975753,31.154454401686873,78.70321560358461,2053.400105429626,603.5846072746442,1288.1391671059569,161.67633104902475
1987,WY,Wyoming,490000,1387,10,98,1125,18366,3516,14171,679,154.0,283.0612244897959,2.0408163265306123,31.428571428571427,20.0,229.59183673469389,3748.1632653061224,717.5510204081633,2892.0408163265306,138.57142857142856
1988,AK,Alaska,513000,2682,29,374,1983,22566,4321,15911,2334,296.0,522.8070175438596,5.653021442495127,57.69980506822613,72.90448343079923,386.5497076023392,4398.830409356725,842.3001949317738,3101.559454191033,454.9707602339181
1988,AL,Alabama,4127000,23052,408,4860,16556,165209,50920,103282,11007,1228.0,558.5655439786769,9.886115822631451,29.7552701720378,117.7610855342864,401.16307244972137,4003.125757208626,1233.8260237460627,2502.5926823358373,266.7070511267264
1988,AR,Arkansas,2422000,10237,211,2037,7209,91962,26443,60363,5156,780.0,422.6672171758877,8.711808422791082,32.20478943022295,84.10404624277457,297.64657308009913,3796.944673823287,1091.7836498761353,2492.279108175062,212.8819157720892
1988,AZ,Arizona,3466000,21147,294,4750,14758,237808,54773,167121,15914,1345.0,610.1269474899019,8.482400461627236,38.805539526832085,137.04558568955568,425.7934218118869,6861.165608770918,1580.2942873629545,4821.725331794576,459.1459896133872
1988,CA,California,28168000,261912,2936,86141,161055,1607180,407631,933636,265913,11780.0,929.8210735586482,10.423175234308436,41.82050553819938,305.8115592161318,571.7658335700086,5705.69440499858,1447.1421471172962,3314.5271229764276,944.0251349048566
1988,CO,Colorado,3290000,15548,187,3250,10842,187719,45503,128331,13885,1269.0,472.5835866261398,5.683890577507599,38.57142857142857,98.78419452887539,329.5440729483283,5705.744680851064,1383.0699088145898,3900.638297872341,422.0364741641338
1988,CT,Connecticut,3241000,14759,174,6080,7656,150455,39477,91079,19899,849.0,455.3841406973156,5.368713360074051,26.19561863622339,187.59642085775997,236.22338784325822,4642.2400493674795,1218.0499845726627,2810.212897253934,613.9771675408825
1988,DC,District of Columbia,620000,11914,369,5690,5690,49557,12300,28624,8633,165.0,1921.6129032258066,59.516129032258064,26.612903225806452,917.741935483871,917.741935483871,7993.064516129032,1983.8709677419356,4616.774193548387,1392.4193548387098
1988,DE,Delaware,660000,2981,34,784,1672,28693,6868,19824,2001,491.0,451.6666666666667,5.151515151515151,74.39393939393939,118.78787878787878,253.33333333333331,4347.424242424242,1040.6060606060605,3003.6363636363635,303.1818181818182
1988,FL,Florida,12377000,138343,1416,49916,80857,967869,283960,589215,94694,6154.0,1117.7425870566374,11.44057526056395,49.721257170558296,403.2964369394845,653.2843176860305,7819.899814171446,2294.25547386281,4760.563949260726,765.0803910479115
1988,GA,Georgia,6401000,42589,748,15593,23278,362376,103106,223768,35502,2970.0,665.3491641930949,11.685674113419777,46.39900015622559,243.60256209967193,363.66192782377755,5661.240431182628,1610.7795656928606,3495.828776753632,554.632088736135
1988,HI,Hawaii,1093000,2810,44,919,1492,62650,13726,44946,3978,355.0,257.09057639524246,4.025617566331198,32.47941445562672,84.08051235132663,136.50503202195793,5731.930466605672,1255.8096980786825,4112.168344007319,363.9524245196706
1988,IA,Iowa,2834000,7279,47,1132,5654,108254,24211,79447,4596,446.0,256.8454481298518,1.6584333098094568,15.737473535638673,39.94354269583627,199.5059985885674,3819.830628087509,854.3048694424841,2803.3521524347216,162.17360621030346
1988,ID,Idaho,999000,2345,36,202,1928,37345,8691,26893,1761,179.0,234.73473473473476,3.6036036036036037,17.91791791791792,20.22022022022022,192.99299299299298,3738.238238238238,869.96996996997,2691.9919919919917,176.2762762762763
1988,IL,Illinois,11544000,93557,991,36097,52020,555316,130292,355148,69876,4449.0,810.4383229383229,8.584546084546085,38.53950103950104,312.6905751905752,450.62370062370064,4810.4296604296605,1128.6555786555787,3076.4726264726264,605.3014553014553
