year,state_abbr,state_name,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,rape,violent_crime_rate,homicide_rate,rape_rate,robbery_rate,aggravated_assault_rate,property_crime_rate,burglary_rate,larceny_rate,motor_vehicle_theft_rate
1997,MI,Michigan,9774000,57663,759,14934,36900,422916,80726,276863,65327,5070.0,589.963167587477,7.7655003069367705,51.872314303253525,152.79312461632904,377.5322283609577,4326.94904849601,825.925925925926,2832.6478412113775,668.3752813587067
1997,MN,Minnesota,4686000,15827,129,5373,7879,191006,35265,137872,17869,2446.0,337.75074690567646,2.7528809218950063,52.19803670507896,114.6606914212548,168.1391378574477,4076.099018352539,752.5608194622279,2942.21084080239,381.3273580879215
1997,MO,Missouri,5402000,31192,426,8430,20811,228889,46900,155472,26517,1525.0,577.4157719363199,7.885968159940762,28.230285079600147,156.05331358756015,385.2462051092188,4237.115883006294,868.1969640873751,2878.0451684561276,490.8737504627916
1997,MS,Mississippi,2731000,12808,358,3741,7644,113644,32429,71887,9328,1065.0,468.98571951666054,13.108751373123399,38.99670450384475,136.98279018674478,279.8974734529476,4161.259611863786,1187.4404979860858,2632.2592456975467,341.5598681801538
1997,MT,Montana,879000,1161,42,179,769,37592,5002,30411,2179,171.0,132.08191126279863,4.778156996587031,19.453924914675767,20.36405005688282,87.48577929465301,4276.678043230944,569.0557451649602,3459.726962457338,247.89533560864618
1997,NC,North Carolina,7425000,45071,614,12817,29292,362672,100002,238228,24442,2348.0,607.016835016835,8.26936026936027,31.622895622895626,172.61952861952864,394.5050505050505,4884.471380471381,1346.8282828282827,3208.4579124579127,329.18518518518516
1997,ND,North Dakota,641000,559,6,41,353,16821,2300,13367,1154,159.0,87.20748829953197,0.9360374414976599,24.804992199687984,6.3962558502340086,55.07020280811233,2624.1809672386894,358.81435257410294,2085.3354134165365,180.0312012480499
1997,NE,Nebraska,1657000,7265,50,1097,5712,63717,9813,48363,5541,406.0,438.4429692214846,3.017501508750754,24.502112251056126,66.20398310199155,344.7193723596862,3845.3228726614366,592.214846107423,2918.7085093542546,334.39951719975863
1997,NH,New Hampshire,1173000,1328,16,274,643,29635,4612,23430,1593,395.0,113.21398124467179,1.3640238704177323,33.67433930093777,23.358908780903665,54.81670929241262,2526.427962489344,393.1798806479114,1997.4424552429668,135.80562659846547
1997,NJ,New Jersey,8053000,39673,337,16957,20650,287038,60894,184979,41165,1729.0,492.6487023469515,4.184775859927977,21.47025953060971,210.56749037625733,256.42617658015644,3564.3611076617412,756.1654041971935,2297.0197441947103,511.17595926983734
1997,NM,New Mexico,1730000,14762,134,2966,10790,104721,25126,67188,12407,872.0,853.2947976878613,7.745664739884393,50.40462427745665,171.4450867052023,623.6994219653179,6053.236994219653,1452.3699421965318,3883.699421965318,717.1676300578034
1997,NV,Nevada,1677000,13395,187,5071,7132,88307,21975,53112,13220,1005.0,798.7477638640429,11.150864639236733,59.928443649373875,302.38521168753726,425.283243887895,5265.77221228384,1310.3756708407873,3167.0840787119855,788.3124627310674
1997,NY,New York,18137000,124890,1093,56094,63628,584438,118306,386435,79697,4075.0,688.5923802172355,6.026354964988697,22.4678833324144,309.2793736560622,350.8187682637702,3222.3520979213763,652.290897061256,2130.6445387881126,439.4166620720075
1997,OH,Ohio,11186000,48706,523,17755,25862,455799,94972,315908,45419,4566.0,435.4192740926158,4.675487216163061,40.81888074378688,158.7251922045414,231.19971392812445,4074.727337743608,849.025567673878,2824.1373145002685,406.0343286250671
1997,OK,Oklahoma,3317000,18560,229,3446,13368,163698,40015,109039,14644,1517.0,559.5417545975279,6.903828760928549,45.73409707567079,103.8890563762436,403.01477238468493,4935.122098281579,1206.361169731685,3287.27766053663,441.48326801326505
1997,OR,Oregon,3243000,14412,95,3811,9200,188916,33507,136129,19280,1306.0,444.40333024976877,2.929386370644465,40.2713536848597,117.5146469318532,283.68794326241135,5825.346901017577,1033.2099907493061,4197.625655257478,594.5112550107925
1997,PA,Pennsylvania,12020000,53140,705,18788,30358,359323,68218,246892,44213,3289.0,442.0965058236273,5.86522462562396,27.36272878535774,156.30615640599004,252.56239600665558,2989.376039933444,567.5374376039933,2054.0099833610648,367.828618968386
1997,RI,Rhode Island,987000,3292,25,707,2197,32777,7083,21499,4195,363.0,333.5359675785208,2.532928064842958,36.77811550151976,71.63120567375887,222.59371833839919,3320.871327254306,717.629179331307,2178.2168186423505,425.02532928064846
1997,SC,South Carolina,3760000,37235,314,6624,28460,193402,46322,131325,15755,1837.0,990.2925531914894,8.351063829787234,48.8563829787234,176.17021276595744,756.9148936170213,5143.670212765957,1231.9680851063831,3492.686170212766,419.0159574468085
1997,SD,South Dakota,738000,1457,10,172,918,22491,4088,17545,858,357.0,197.42547425474254,1.3550135501355014,48.3739837398374,23.306233062330623,124.39024390243902,3047.560975609756,553.9295392953929,2377.371273712737,116.26016260162602
1997,TN,Tennessee,5368000,42389,511,11487,27335,253484,62899,156843,33742,3056.0,789.6609538002981,9.519374068554397,56.92995529061103,213.9903129657228,509.22131147540983,4722.131147540984,1171.7399403874813,2921.8144560357673,628.5767511177347
1997,TX,Texas,19439000,117126,1327,30522,77266,948231,201059,645451,101721,8011.0,602.5309943927157,6.826482843767684,41.21096764236843,157.01424970420288,397.47929420237665,4877.982406502392,1034.3073203354081,3320.391995473018,523.2830906939657
1997,UT,Utah,2059000,6878,50,1408,4443,116569,18335,89090,9144,977.0,334.0456532297232,2.4283632831471587,47.45021855269548,68.38271005342399,215.78436134045654,5661.437591063624,890.4808159300632,4326.857697911608,444.0990772219524
1997,VA,Virginia,6734000,23249,488,8384,12558,237773,38475,180406,18892,1819.0,345.2479952479953,7.246807246807246,27.012177012177013,124.5025245025245,186.48648648648648,3530.932580932581,571.3543213543213,2679.031779031779,280.54648054648055
1997,VT,Vermont,589000,705,9,79,461,15953,3611,11542,800,156.0,119.6943972835314,1.5280135823429544,26.485568760611205,13.412563667232597,78.26825127334466,2708.48896434635,613.0730050933786,1959.592529711375,135.82342954159594
1997,WA,Washington,5610000,24724,244,6734,14864,307742,62064,213823,31855,2885.0,440.7130124777184,4.349376114081997,51.426024955436716,120.03565062388593,264.9554367201426,5485.5971479500895,1106.3101604278074,3811.461675579322,567.8253119429589
1997,WI,Wisconsin,5170000,13988,205,5214,7521,176145,29503,131002,15640,1048.0,270.5609284332689,3.965183752417795,20.270793036750486,100.85106382978722,145.47388781431334,3407.059961315281,570.6576402321083,2533.887814313346,302.5145067698259
1997,WV,West Virginia,1816000,3971,75,782,2759,40868,10647,26934,3287,355.0,218.66740088105726,4.129955947136564,19.548458149779737,43.06167400881058,151.9273127753304,2250.4405286343613,586.2885462555066,1483.1497797356828,181.0022026431718
1997,WY,Wyoming,480000,1225,17,85,986,18843,2998,15198,647,137.0,255.20833333333334,3.541666666666667,28.541666666666668,17.708333333333336,205.41666666666669,3925.625,624.5833333333334,3166.2500000000005,134.79166666666669
1998,AK,Alaska,614000,4015,41,532,3021,25316,4098,18611,2607,421.0,653.9087947882737,6.677524429967426,68.56677524429968,86.64495114006515,492.0195439739414,4123.127035830619,667.4267100977199,3031.1074918566774,424.5928338762215
1998,AL,Alabama,4352000,22286,354,5698,14791,177779,41965,120943,14871,1443.0,512.0863970588235,8.134191176470589,33.15716911764706,130.92830882352942,339.86672794117646,4084.995404411765,964.2693014705883,2779.021139705882,341.7049632352941
1998,AR,Arkansas,2538000,12442,201,2442,8906,96271,23559,65525,7187,893.0,490.2285263987392,7.919621749408983,35.18518518518518,96.21749408983452,350.9062253743105,3793.1836091410555,928.2505910165485,2581.7572892040976,283.17572892040977
1998,AZ,Arizona,4669000,26984,376,7715,17442,280001,56473,183137,40391,1451.0,577.9396016277576,8.053116298993361,31.077318483615336,165.23880916684516,373.5703576783037,5997.022917112872,1209.5309488113087,3922.4030841721997,865.0888841293639
1998,CA,California,32667000,229883,2171,68782,149148,1188791,269012,724262,195517,9782.0,703.7162886092999,6.645850552545382,29.94459240211835,210.5549943367925,456.57085131784373,3639.1189885817494,823.4977194110263,2217.1059478984907,598.5153212722319
1998,CO,Colorado,3971000,15008,183,3238,9704,163189,31231,115871,16087,1883.0,377.9400654746915,4.608410979602115,47.418786199949636,81.54117350793251,244.37169478720725,4109.519012843112,786.476957945102,2917.9299924452275,405.1120624527827
1998,CT,Connecticut,3274000,11993,135,4379,6751,111978,21801,77472,12705,728.0,366.31032376298106,4.123396456933415,22.235797189981675,133.75076359193648,206.2003665241295,3420.2199144777032,665.8827122785584,2366.2797800855224,388.05742211362247
1998,DC,District of Columbia,523000,8988,260,3606,4932,37222,6361,24360,6501,190.0,1718.546845124283,49.7131931166348,36.328871892925434,689.4837476099426,943.0210325047801,7117.017208413001,1216.2523900573615,4657.74378585086,1243.0210325047801
1998,DE,Delaware,744000,5672,21,1445,3707,34230,6395,24649,3186,499.0,762.3655913978495,2.82258064516129,67.06989247311827,194.22043010752688,498.252688172043,4600.806451612903,859.5430107526881,3313.037634408602,428.2258064516129
1998,FL,Florida,14916000,140016,967,36198,95447,887107,203105,579752,104250,7404.0,938.6967015285599,6.482971305980155,49.637972646822206,242.6790024135157,639.8967551622419,5947.351836953607,1361.658621614374,3886.7792973987666,698.9139179404666
1998,GA,Georgia,7642000,43762,618,14308,26514,373717,75720,255459,42538,2322.0,572.6511384454332,8.086888249149437,30.3847160429207,187.228474221408,346.951059931955,4890.303585448835,990.8400942161737,3342.829102329233,556.6343889034284
1998,HI,Hawaii,1193000,2946,24,1225,1345,60677,11169,43914,5594,352.0,246.94048616932105,2.0117351215423303,29.505448449287513,102.68231349538978,112.74098910310141,5086.085498742666,936.2112321877619,3680.9723386420787,468.9019279128248
1998,IA,Iowa,2862000,8916,54,1456,6678,91272,19282,66016,5974,728.0,311.53039832285117,1.8867924528301887,25.43675751222921,50.87351502445842,233.33333333333334,3189.0985324947587,673.7246680642908,2306.638714185884,208.73515024458422
1998,ID,Idaho,1229000,3468,36,264,2782,42185,8518,31385,2282,386.0,282.18063466232707,2.9292107404393817,31.40764849471115,21.48087876322213,226.36289666395442,3432.46541903987,693.0838079739625,2553.702196908055,185.6794141578519
1998,IL,Illinois,12045000,97291,1008,29927,62261,487915,97792,337191,52932,4095.0,807.7293482772935,8.368617683686178,33.997509339975096,248.4599418845994,516.9032793690328,4050.7679535076795,811.8887505188875,2799.4271481942715,439.45205479452056
1998,IN,Indiana,5899000,25423,454,6561,16456,220529,46552,152790,21187,1952.0,430.97135107645363,7.696219698253941,33.090354297338536,111.22224105780641,278.9625360230548,3738.413290388201,789.1507035090693,2590.1000169520257,359.1625699271063
1998,KS,Kansas,2629000,10972,173,2287,7384,117114,24984,85329,6801,1128.0,417.34499809813616,6.580448839863066,42.906047926968434,86.99125142639787,280.8672499049068,4454.697603651579,950.3233168505135,3245.6827691137314,258.6915176873336
1998,KY,Kentucky,3936000,12909,237,3468,8097,109721,27998,71971,9752,1107.0,327.9725609756097,6.021341463414634,28.124999999999996,88.10975609756098,205.71646341463415,2787.627032520325,711.3313008130082,1828.5315040650407,247.76422764227644
1998,LA,Louisiana,4369000,34057,560,8651,23237,232378,51210,157507,23661,1609.0,779.5147631036851,12.817578393224993,36.82764934767681,198.0086976424811,531.8608377203021,5318.791485465782,1172.1217669947357,3605.1041428244453,541.565575646601
1998,MA,Massachusetts,6147000,38192,124,5938,30443,173011,37333,109275,26403,1687.0,621.3112087197006,2.0172441841548725,27.44428176346185,96.59996746380348,495.24971530828043,2814.5599479420853,607.3369123149504,1777.6964372864811,429.52659834065395
1998,MD,Maryland,5135000,40903,513,15339,23337,234624,47393,159019,28212,1714.0,796.5530671859785,9.990262901655306,33.37877312560857,298.7147030185005,454.4693281402142,4569.113924050633,922.9406037000974,3096.7672833495617,549.4060370009737
1998,ME,Maine,1244000,1566,26,263,1052,36261,8295,26457,1509,225.0,125.88424437299035,2.090032154340836,18.086816720257232,21.141479099678456,84.56591639871382,2914.8713826366557,666.8006430868168,2126.7684887459804,121.30225080385851
1998,MI,Michigan,9817000,60947,721,15293,39987,398773,82249,258186,58338,4946.0,620.8312111643068,7.3444025669756545,50.38199042477335,155.78078842823675,407.324029744321,4062.0658042171744,837.8221452582254,2629.9887949475396,594.2548640114088
1998,MN,Minnesota,4725000,14656,121,4371,7806,176541,32486,128689,15366,2358.0,310.1798941798942,2.560846560846561,49.9047619047619,92.5079365079365,165.2063492063492,3736.3174603174607,687.5343915343915,2723.5767195767194,325.20634920634916
1998,MO,Missouri,5439000,30222,399,8116,20244,232284,47455,160363,24466,1463.0,555.6536127964699,7.335907335907336,26.898326898326896,149.2186063614635,372.20077220077224,4270.711527854385,872.4949439235153,2948.3912483912486,449.8253355396212
1998,MS,Mississippi,2752000,11302,315,3394,6567,109345,31498,68525,9322,1026.0,410.6831395348837,11.446220930232558,37.281976744186046,123.32848837209303,238.6264534883721,3973.2921511627906,1144.5494186046512,2490.00726744186,338.7354651162791
1998,MT,Montana,880000,1797,18,232,1312,36564,4575,29940,2049,235.0,204.20454545454544,2.0454545454545454,26.704545454545453,26.363636363636363,149.0909090909091,4155.0,519.8863636363636,3402.2727272727275,232.8409090909091
1998,NC,North Carolina,7546000,43723,612,12133,28667,357892,99951,233325,24616,2311.0,579.4195600318048,8.110257089848925,30.625496952027564,160.78717201166182,379.89663397826666,4742.804134640869,1324.5560561887091,3092.0355155049033,326.2125629472568
1998,ND,North Dakota,638000,570,7,65,286,16535,2274,13134,1127,212.0,89.34169278996865,1.09717868338558,33.228840125391855,10.18808777429467,44.82758620689655,2591.692789968652,356.4263322884013,2058.6206896551726,176.64576802507838
1998,NE,Nebraska,1663000,7507,51,1290,5749,65752,10544,49420,5788,417.0,451.4131088394468,3.0667468430547205,25.07516536380036,77.57065544197233,345.70054119061933,3953.8184004810587,634.0348767288034,2971.737823211064,348.0457005411906
1998,NH,New Hampshire,1185000,1270,18,255,597,27405,3852,22079,1474,400.0,107.17299578059071,1.518987341772152,33.755274261603375,21.518987341772153,50.379746835443036,2312.6582278481014,325.0632911392405,1863.2067510548522,124.38818565400844
1998,NJ,New Jersey,8115000,35720,325,15109,18663,260810,54459,171166,35185,1623.0,440.1725200246457,4.004929143561307,20.0,186.1860751694393,229.9815157116451,3213.92483056069,671.090573012939,2109.2544670363523,433.5797905113986
1998,NM,New Mexico,1737000,16700,190,2839,12714,100011,24213,65031,10767,957.0,961.4277489925158,10.938399539435808,55.09499136442141,163.4427173287277,731.9516407599309,5757.685664939551,1393.9550949913644,3743.8687392055267,619.8618307426598
1998,NV,Nevada,1747000,11244,170,4453,5710,81006,19873,47367,13766,911.0,643.6176302232398,9.73096737263881,52.146536920435025,254.89410417859187,326.84602175157414,4636.863194046938,1137.5500858614769,2711.333714939897,787.9793932455639
1998,NY,New York,18175000,115915,924,49125,62023,536287,104821,363295,68171,3843.0,637.7716643741403,5.083906464924346,21.14442916093535,270.2888583218707,341.2544704264099,2950.6850068775793,576.7317744154058,1998.8720770288858,375.0811554332875
1998,OH,Ohio,11209000,40628,443,14960,20682,444438,90805,310612,43021,4543.0,362.45873851369436,3.9521812828976715,40.52993130520118,133.46418056918546,184.51244535641,3965.0102596128113,810.1079489695779,2771.0946560799357,383.8076545632973
1998,OK,Oklahoma,3347000,18053,204,3078,13258,149426,38268,97593,13565,1513.0,539.378547953391,6.095010457125785,45.204660890349565,91.96295189722139,396.11592470869437,4464.475649835674,1143.3522557514193,2915.835076187631,405.2883178966239
1998,OR,Oregon,3282000,13778,126,3452,8893,171545,30442,123841,17262,1307.0,419.8049969530774,3.839122486288848,39.82327848872639,105.17976843388178,270.9628275441804,5226.84338817794,927.5441803778183,3773.339427178549,525.9597806215722
1998,PA,Pennsylvania,12001000,50470,633,19787,26827,342318,63777,235873,42668,3223.0,420.5482876426965,5.274560453295559,26.85609532538955,164.87792683943005,223.53970502458128,2852.4122989750854,531.4307141071577,1965.4445462878093,355.5370385801183
1998,RI,Rhode Island,988000,3084,24,659,2050,31672,6452,21391,3829,351.0,312.14574898785423,2.42914979757085,35.526315789473685,66.70040485829959,207.48987854251013,3205.668016194332,653.0364372469635,2165.0809716599188,387.5506072874494
1998,SC,South Carolina,3836000,34647,306,5943,26645,186960,44600,126412,15948,1753.0,903.2064650677789,7.977059436913452,45.698644421272164,154.9270072992701,694.6037539103233,4873.8269030239835,1162.6694473409802,3295.4118873826906,415.7455683003128
1998,SD,South Dakota,738000,1139,10,149,722,18227,3458,14006,763,258.0,154.3360433604336,1.3550135501355014,34.959349593495936,20.18970189701897,97.83197831978319,2469.783197831978,468.56368563685635,1897.8319783197833,103.38753387533876
1998,TN,Tennessee,5431000,38832,460,9667,26220,234588,58432,148057,28099,2485.0,715.0064444853617,8.46989504695268,45.75584606886393,177.9966856932425,482.7840176763027,4319.425520162033,1075.8976247468238,2726.1461977536364,517.3816976615724
1998,TX,Texas,19760000,111566,1346,28677,73630,898496,194883,606967,96646,7913.0,564.6052631578948,6.8117408906882595,40.04554655870445,145.1265182186235,372.62145748987854,4547.044534412956,986.25,3071.6953441295545,489.0991902834008
1998,UT,Utah,2100000,6599,65,1385,4274,109025,17070,84255,7700,875.0,314.23809523809524,3.0952380952380953,41.66666666666667,65.95238095238095,203.52380952380952,5191.666666666667,812.8571428571428,4012.1428571428573,366.6666666666667
1998,VA,Virginia,6791000,22115,422,7171,12712,226461,38094,170012,18355,1810.0,325.651597702842,6.214106906199382,26.652922986305406,105.59564128994256,187.18892652039463,3334.7224267412753,560.9483139449271,2503.489913120306,270.2841996760418
1998,VT,Vermont,591000,628,13,56,396,17924,3966,13084,874,163.0,106.26057529610829,2.199661590524535,27.580372250423014,9.475465313028765,67.00507614213198,3032.8257191201355,671.0659898477157,2213.8747884940776,147.8849407783418
1998,WA,Washington,5689000,24380,224,6577,14839,309419,60446,213773,35200,2740.0,428.5463174547372,3.9374230972051327,48.16312181402707,115.60907013534892,260.8367024081561,5438.899630866585,1062.5065916681315,3757.6551239233613,618.7379152750923
1998,WI,Wisconsin,5224000,13009,190,4474,7308,172084,29740,128134,14210,1037.0,249.02373660030628,3.637059724349158,19.850689127105667,85.64318529862175,139.8928024502297,3294.104134762634,569.2955589586525,2452.794793261868,272.01378254211335
1998,WV,West Virginia,1811000,4503,78,676,3410,41627,11110,27127,3390,339.0,248.64715626725567,4.307012700165655,18.71893981225842,37.32744340143567,188.29376035339592,2298.5643290999446,613.4732192159028,1497.9017117614576,187.1893981225842
1998,WY,Wyoming,481000,1191,23,78,957,17124,2696,13759,669,133.0,247.60914760914764,4.781704781704782,27.65072765072765,16.216216216216214,198.960498960499,3560.08316008316,560.4989604989605,2860.4989604989605,139.08523908523907
1999,AK,Alaska,619500,3908,52,566,2773,23099,3787,16654,2658,517.0,630.8313155770783,8.393866020984666,83.454398708636,91.36400322841,447.61904761904765,3728.65213882163,611.2994350282486,2688.2970137207426,429.0556900726392
1999,AL,Alabama,4369862,21421,345,5297,14266,171398,38648,119616,13134,1513.0,490.1985463156502,7.894986157457604,34.62351900357494,121.21664253928385,326.46339861533386,3922.274891060633,884.4215217780333,2737.294678870866,300.5586904117338
1999,AR,Arkansas,2551373,10848,143,2024,7971,92283,21692,63927,6664,710.0,425.18283292956374,5.604825323463092,27.82815370390766,79.32983534747761,312.42001855471545,3616.9936736024097,850.2088875284013,2505.5920870840914,261.1926989899164
1999,AZ,Arizona,4778332,26334,384,7288,17279,255401,49423,167731,38247,1383.0,551.1128150994949,8.036277094182656,28.943154222017224,152.52184235000834,361.61154143328673,5344.98230763371,1034.31490319216,3510.2416491779977,800.4257552635521
1999,CA,California,33145121,207879,2005,60039,136472,1053285,223814,660991,168480,9363.0,627.1782806283917,6.04915577167451,28.248501491365804,181.13978223220244,411.740841133149,3177.798023425529,675.2547380955406,1994.2331783914742,508.31010693851437
1999,CO,Colorado,4056133,13811,185,3056,8891,151002,26979,109228,14795,1679.0,340.496724343112,4.560994424985571,41.394106159733916,75.34269709597787,219.1989266624147,3722.8069197928176,665.1409113064093,2692.9097246071565,364.7562838792515
1999,CT,Connecticut,3282031,11342,107,4054,6527,99894,19298,69299,11297,654.0,345.5786980683607,3.2601763968713278,19.92668564069017,123.52107582164825,198.87076020915097,3043.6641213931252,587.9895710918026,2111.466954455945,344.20759584537745
1999,DC,District of Columbia,519000,8448,241,3344,4615,33420,5067,21701,6652,248.0,1627.7456647398847,46.4354527938343,47.784200385356456,644.3159922928709,889.2100192678228,6439.306358381503,976.300578034682,4181.31021194605,1281.6955684007708
1999,DE,Delaware,753538,5534,24,1492,3489,30922,5245,22634,3043,529.0,734.4022464693221,3.184975409335694,70.20216631410759,197.9993046137023,463.0158001321764,4103.575400311596,696.0498342485714,3003.697225621004,403.82834044202156
1999,FL,Florida,15111244,129044,859,31969,89226,808674,181378,534105,93191,6990.0,853.9601372329107,5.684508833289966,46.256946152150014,211.5576983602409,590.46098388723,5351.472056172212,1200.2850327875058,3534.4872996558056,616.6997237289002
1999,GA,Georgia,7788240,41585,583,12962,25721,359383,71429,247834,40120,2319.0,533.9460519963433,7.485645023779442,29.775661766971744,166.43041303298307,330.25433217260894,4614.431501854077,917.1391739340338,3182.1566875186177,515.1356404014257
1999,HI,Hawaii,1185497,2785,44,1044,1343,54539,9421,40458,4660,354.0,234.92256834053566,3.7115235213585525,29.86089378547563,88.06433082496203,113.28582020873947,4600.517757531229,794.6877976072483,3412.7458778891887,393.0840820347921
1999,IA,Iowa,2869413,8034,43,1051,6160,84463,17012,62316,5135,780.0,279.9875793411405,1.4985643405114564,27.183260130207817,36.627700508780016,214.67805436164124,2943.5637184330035,592.8738735065325,2171.733382402603,178.9564625238681
1999,ID,Idaho,1251700,3066,25,223,2401,36363,7641,26824,1898,417.0,244.9468722537349,1.9972836941759209,33.31469201885436,17.815770552049212,191.81912598865543,2905.0890788527604,610.4497882879284,2143.0055125029958,151.6337780618359
1999,IL,Illinois,12128370,83621,939,26365,52020,463939,86317,320954,56668,4297.0,689.4661030295085,7.742178050306843,35.4293280960261,217.38287997480288,428.9117169083726,3825.2378514177913,711.6949763241063,2646.307789092846,467.2350860008394
1999,IN,Indiana,5942901,22261,391,6496,13767,201547,42463,138794,20290,1607.0,374.58137027690685,6.579278369267803,27.040665829701688,109.30688564389682,231.65454043404054,3391.390837572425,714.5163616220428,2335.458726302188,341.4157496481937
1999,KS,Kansas,2654052,10159,160,2047,6887,107644,21874,79722,6048,1065.0,382.7732086635831,6.02851790394461,40.12732229813131,77.12735093359136,259.4900175279158,4055.836132826335,824.1737539430276,3003.7844021142014,227.87797676910625
1999,KY,Kentucky,3960825,12212,203,3104,7757,104768,25180,70719,8869,1148.0,308.3196051327691,5.125194877329849,28.98386068558949,78.36751181887611,195.8430377509736,2645.1055020103136,635.7261429121459,1785.4613622162049,223.91799688196275
1999,LA,Louisiana,4372035,32033,468,7591,22526,219219,47775,149749,21695,1448.0,732.6794044420961,10.704397380167359,33.119588475389605,173.62624041207354,515.2291781744657,5014.118139493394,1092.7405658920845,3425.155562569833,496.22201103147614
1999,MA,Massachusetts,6175169,34023,122,5931,26307,167437,32964,108845,25628,1663.0,550.9646780517262,1.9756544314819562,26.930437045528635,96.04595436983182,426.01263220488374,2711.456156098724,533.8153498309115,1762.6238245463403,415.0169817214719
1999,MD,Maryland,5171634,38447,465,13636,22795,215973,43230,147296,25447,1551.0,743.4207447781495,8.991355536760723,29.99052137100189,263.66908408444993,440.7697837859369,4176.107589980265,835.9060211917549,2848.1520540703386,492.0495147181722
1999,ME,Maine,1253040,1404,25,243,897,34618,7532,25392,1694,239.0,112.04750047883547,1.9951478005490648,19.07361297324906,19.392836621336908,71.58590308370044,2762.721062376301,601.0981293494223,2026.431718061674,135.1912149652046
1999,MI,Michigan,9863775,56709,695,14103,37062,369887,76736,236351,56800,4849.0,574.9218732179111,7.04598391589427,49.159677709599016,142.97771390770774,375.73849768470996,3749.9537448897604,777.9577291655578,2396.151574828096,575.8444408961072
1999,MN,Minnesota,4775508,13085,134,3917,6996,158717,27706,117736,13275,2038.0,274.0022632147198,2.8059842010525373,42.67608807272441,82.02268742927454,146.4975035116683,3323.5626450631007,580.1686438385194,2465.4131036949366,277.980897529645
1999,MO,Missouri,5468338,27353,359,7149,18406,223010,42476,157550,22984,1439.0,500.2068270103275,6.565066021888187,26.31512536350167,130.7344205862915,336.5922150386461,4078.204383123355,776.7625190688651,2881.131341917782,420.3105221367077
1999,MS,Mississippi,2768619,9671,213,3091,5211,108560,29109,65919,13532,1156.0,349.3077234534618,7.693366259496161,41.75366852571625,111.64410848874475,188.21658017950466,3921.08845601363,1051.3906030407218,2380.934321407171,488.7635315657373
1999,MT,Montana,882779,2090,22,239,1536,29103,3876,23353,1874,293.0,236.75234685011765,2.492129966843344,33.19064001295907,27.07359373070723,173.995983139608,3296.7481102291736,439.06798870385455,2645.3959598042093,212.28416172111028
1999,NC,North Carolina,7650789,41474,552,12087,26680,354497,98457,230463,25577,2155.0,542.0878813936707,7.214942145182673,28.16702957041424,157.9837059942445,348.7222036838292,4633.469829059461,1286.8868818627727,3012.2775572558594,334.3053899408283
1999,ND,North Dakota,633666,424,10,56,216,14748,2337,11375,1036,142.0,66.91222189607774,1.5781184409452298,22.409281861422265,8.837463269293286,34.08735832441697,2327.4090767060247,368.8062796489002,1795.109726575199,163.4930704819258
1999,NE,Nebraska,1666028,7167,60,1264,5429,61277,10158,45679,5440,414.0,430.18484683330655,3.6013800488347134,24.849522336959524,75.86907302878463,325.86487141872766,3678.029420874079,609.713642267717,2741.790654178681,326.5251244276807
1999,NH,New Hampshire,1201134,1159,18,257,539,26247,3698,21195,1354,345.0,96.49214825323402,1.4985838382728323,28.72285690022928,21.39644702422877,44.87426049050314,2185.185000174835,307.8757241073852,1764.5824695662598,112.72680650118971
1999,NJ,New Jersey,8143412,33540,287,14243,17601,243333,46998,160978,35357,1409.0,411.8666721025536,3.524321255021851,17.302329785107272,174.9021171960844,216.13790386634003,2988.096390063526,577.1290952735782,1976.788107982256,434.17918680769185
1999,NM,New Mexico,1739844,14520,170,2579,10827,89220,21481,59613,8126,944.0,834.5575810245056,9.770990962408124,54.25773805007805,148.23168054147385,622.2971714705457,5128.045962741487,1234.6509227264053,3426.341672011973,467.05336800310835
1999,NV,Nevada,1809253,10311,165,4209,4994,73874,17613,43167,13094,943.0,569.9037116423186,9.119785900589912,52.12095820761386,232.63744760959358,276.02551992452135,4083.1215976980557,973.4956913156976,2385.9018058834226,723.7241004989352
1999,NY,New York,18196601,107147,903,43821,58860,489596,93217,338118,58261,3563.0,588.8297490284037,4.962465242821997,19.580579911599973,240.81970033854125,323.4670035354405,2690.5904020206854,512.2769906313822,1858.1382314202526,320.17517996905025
1999,OH,Ohio,11256654,35616,397,14405,16685,414264,87023,288049,39192,4129.0,316.3995268931602,3.526802902532138,36.68052691323727,127.96875519137392,148.22344188601693,3680.169968802453,773.0805264157538,2558.9220384672035,348.1674039194951
1999,OK,Oklahoma,3358044,17066,231,2785,12675,140220,34472,93616,12132,1375.0,508.2125189544866,6.8790045633708194,40.94645573435012,82.93518488739278,377.45187376937287,4175.645107687689,1026.5499796905578,2787.8133818377605,361.2817461593713
1999,OR,Oregon,3316154,12432,88,2858,8267,153434,26749,113052,13633,1219.0,374.89211900291724,2.653676518038668,36.75945085783109,86.18417600630127,249.2948156207462,4626.865941690284,806.6271952388219,3409.1299740603117,411.1087723911495
1999,PA,Pennsylvania,11994016,50431,592,18670,27890,323021,56037,227750,39234,3279.0,420.46800671268073,4.9357946495986,27.338632864921973,155.6609562635234,232.53262293463675,2693.18466808782,467.2079810465485,1898.8635666318937,327.1131204093775
